,companyId,salary,skillLables
0,140014,15.0,['后端']
1,44091,15.0,[]
2,79252,11.5,"['J2EE', '软件开发', '后端']"
3,24748,22.5,"['Javascript', 'JS']"
4,6796,40.0,[]
5,109625,37.5,['后端']
6,250149,30.0,['后端']
7,49579,15.0,['Javascript']
8,67860,24.0,['Hadoop']
9,117019,32.5,['后端']
10,29303,22.5,[]
11,3328,40.0,[]
12,68001,19.0,"['J2EE', 'Linux/Unix', 'MySQL']"
13,459953,30.0,"['后端', '服务器端', '客户端', '平台']"
14,16831,17.0,['后端']
15,44091,27.0,[]
16,79252,20.0,['系统架构']
17,24748,22.5,['数据库']
18,109625,37.5,['后端']
19,459953,30.0,"['后端', '客户端', '平台']"
20,140014,30.0,"['后端', '分布式']"
21,20951,20.0,"['Linux/Unix', '云计算']"
22,132691,24.0,['后端']
23,39480,19.5,"['后端', 'J2EE']"
24,25063,12.5,"['Android', 'SDK']"
25,223237,22.5,"['后端', '服务器端', 'J2EE']"
26,8793,8.0,[]
27,956,16.0,['后端']
28,202762,18.0,[]
29,206498,12.0,['后端']
30,44091,20.0,"['后端', '分布式']"
31,24748,17.5,[]
32,171,12.0,"['后端', '服务器端', 'J2EE', 'MySQL']"
33,128535,12.0,"['后端', '平台']"
34,173318,14.0,['后端']
35,118198,16.5,"['后端', '分布式', '全栈']"
36,419772,11.5,[]
37,14563,25.0,['服务器端']
38,374014,11.5,[]
39,23875,20.0,"['后端', 'Linux/Unix']"
40,28708,10.5,['后端']
41,117104,7.0,[]
42,14319,13.5,"['MySQL', 'JS', 'Javascript']"
43,18787,15.0,"['后端', '分布式', 'J2EE']"
44,44091,22.5,['软件开发']
45,24748,21.5,[]
46,81114,22.5,"['J2EE', '后端']"
47,118663,12.5,['后端']
48,23727,12.5,['MySQL']
49,124007,14.5,['MySQL']
50,1187,20.0,['后端']
51,205716,18.0,"['后端', '分布式']"
52,205347,15.0,['后端']
53,148372,18.5,"['后端', 'Javascript', 'MySQL']"
54,383199,13.5,[]
55,156190,17.0,"['J2EE', 'Javascript', '后端']"
56,134795,11.5,['Linux/Unix']
57,190265,9.0,['后端']
58,140572,6.0,['Javascript']
59,54083,16.0,[]
60,173318,9.5,[]
61,60434,17.5,"['MySQL', 'Linux/Unix']"
62,211490,13.5,[]
63,142626,18.0,[]
64,160479,20.0,['后端']
65,139110,15.0,"['后端', '服务器端', 'J2EE', '分布式']"
66,115023,11.5,['后端']
67,24287,27.5,"['分布式', '中间件', '后端']"
68,41979,22.5,[]
69,534661,14.0,"['后端', '分布式']"
70,247717,17.5,[]
71,473950,30.0,['后端']
72,537334,17.5,[]
73,211490,17.0,"['后端', 'Javascript']"
74,24287,18.0,"['后端', 'J2EE']"
75,171704,20.5,['软件开发']
76,255742,22.5,"['后端', '分布式', 'MySQL']"
77,23686,20.0,"['后端', 'J2EE', 'Javascript']"
78,100713,13.5,"['J2EE', 'MySQL', '后端']"
79,117217,12.0,['J2EE']
80,59074,30.0,[]
81,48693,9.5,[]
82,394190,30.0,"['后端', '客户端', '区块链']"
83,65875,15.0,[]
84,45527,15.0,['J2EE']
85,39772,11.0,"['后端', '服务器端', 'J2EE']"
86,231698,20.0,[]
87,62477,20.0,"['后端', '分布式']"
88,252377,9.0,['软件开发']
89,282264,10.0,[]
90,296391,16.0,['后端']
91,18799,9.0,"['后端', '软件开发']"
92,110502,22.5,['后端']
93,23958,11.0,[]
94,45040,9.5,[]
95,301961,10.0,['分布式']
96,29682,12.5,"['后端', '分布式']"
97,386780,10.5,['MySQL']
98,297237,7.0,"['J2EE', 'Javascript', 'MySQL']"
99,96590,22.5,['后端']
100,207382,15.0,"['后端', 'MySQL']"
101,55446,40.0,['ERP']
102,5018,20.0,"['Linux/Unix', 'MySQL']"
103,482973,20.0,[]
104,17785,17.5,"['后端', 'J2EE']"
105,296391,15.0,"['docker', '数据库']"
106,459953,35.0,"['分布式', '架构师', '系统架构', '软件开发']"
107,137488,12.5,"['J2EE', '数据库']"
108,65875,50.0,['MySQL']
109,49363,55.0,['后端']
110,50241,16.0,['云计算']
111,271433,10.0,['后端']
112,2422,25.0,"['后端', 'Linux/Unix']"
113,322342,8.0,['后端']
114,22862,12.5,['Linux/Unix']
115,55446,37.5,"['J2EE', 'MySQL', '后端']"
116,137488,30.0,['Javascript']
117,104298,22.5,"['MySQL', '软件开发']"
118,62668,25.0,"['Linux/Unix', '后端', '分布式']"
119,536068,12.0,['后端']
120,429236,26.5,"['Javascript', '后端', 'J2EE']"
121,117019,35.0,[]
122,123777,15.5,"['Javascript', '数据库']"
123,150037,22.5,"['后端', '分布式']"
124,534591,17.5,['后端']
125,34315,22.5,[]
126,45493,4.0,"['后端', 'J2EE', 'Linux/Unix', 'Android']"
127,128998,15.5,[]
128,3522,22.5,['Android']
129,55446,37.5,[]
130,489687,9.0,"['前端开发', 'Javascript']"
131,26564,23.5,"['后端', '中间件', 'SOA', '服务器端']"
132,62538,12.0,"['后端', '算法']"
133,141544,11.5,"['J2EE', '后端', '服务器端', 'MySQL']"
134,117019,70.0,[]
135,538084,25.5,[]
136,91069,14.0,"['Linux/Unix', '后端', 'Javascript']"
137,62831,15.0,[]
138,253957,12.5,[]
139,265216,30.0,"['J2EE', 'MySQL']"
140,55142,10.5,['后端']
141,87967,9.0,['后端']
142,249675,10.5,"['后端', 'Javascript', '分布式', '区块链']"
143,142167,10.0,['J2EE']
144,175208,3.5,[]
145,408844,11.0,"['后端', 'Javascript', '图像处理', '软件开发']"
146,110960,28.0,"['分布式', '数据库', '搜索']"
147,65265,15.0,"['解决方案', '服务器端', 'Linux/Unix']"
148,33627,11.5,"['C', 'C++']"
149,445309,11.5,"['后端', '客户端', '服务器端']"
150,465627,9.5,['后端']
151,523090,8.5,['Wpf']
152,392289,11.5,['软件开发']
153,150423,12.5,"['客户端', '后端', 'J2EE', 'Linux/Unix']"
154,530884,18.0,"['后端', '中间件', 'Linux/Unix']"
155,101653,9.5,[]
156,38069,15.0,[]
157,221286,12.0,"['图像处理', '视频识别', '模式识别']"
158,538576,16.5,"['后端', 'MySQL', '数据库']"
159,394161,15.0,['后端']
160,364301,8.0,"['Shell', 'Linux/Unix', 'MySQL']"
161,156398,5.0,[]
162,7775,11.5,[]
163,506226,6.5,[]
164,126590,7.0,"['后端', 'J2EE']"
165,355504,11.5,['后端']
166,538733,12.5,[]
167,380925,37.5,['后端']
168,451958,20.0,[]
169,516843,45.0,"['后端', '中间件', 'Linux/Unix', '分布式']"
170,55446,40.0,"['后端', 'J2EE', '平台']"
171,328948,12.5,['后端']
172,122901,7.5,"['Javascript', '软件开发']"
173,383678,12.5,['后端']
174,87341,16.5,['分布式']
175,321561,15.0,"['后端', 'Linux/Unix', 'Javascript', '全栈']"
176,531027,7.5,"['移动端', '前端开发']"
177,538656,15.5,"['后端', '分布式', '中间件']"
178,252097,24.0,"['J2EE', 'Linux/Unix', '软件开发']"
179,365584,6.0,['后端']
180,457678,11.0,[]
181,476134,12.5,"['后端', 'MySQL', 'Javascript']"
182,420643,11.5,"['后端', '服务器端']"
183,538282,17.5,"['后端', '架构师', '软件开发']"
184,496699,6.0,"['C++', '软件开发', '后端']"
185,55446,40.0,"['Linux/Unix', '后端', 'J2EE']"
186,275587,8.5,['后端']
187,465251,8.0,"['服务器端', '平台', '客户端']"
188,471634,10.0,"['平台', 'J2EE']"
189,101611,9.0,['后端']
190,536420,8.5,"['后端', '中间件', '分布式', 'J2EE']"
191,494174,22.5,[]
192,97086,10.5,"['软件开发', '通信']"
193,483750,20.0,"['分布式', 'Linux/Unix', 'J2EE', '中间件']"
194,536280,11.0,['后端']
195,134454,25.0,[]
196,534835,10.5,"['服务器端', '系统架构']"
197,503864,4.5,"['Python', 'Erlang', 'Linux/Unix']"
198,79644,9.5,['解决方案']
199,72262,14.5,['后端']
200,472857,37.5,[]
201,448306,15.0,"['Javascript', 'MySQL', 'Shell']"
202,536574,8.0,[]
203,244619,11.0,['后端']
204,331231,7.0,['后端']
205,534796,6.5,"['C++', 'C']"
206,157854,12.5,['Linux/Unix']
207,471216,27.5,[]
208,349739,20.0,[]
209,356358,40.0,['后端']
210,20665,15.5,"['Javascript', 'J2EE']"
211,528302,7.5,"['后端', 'Javascript', '数据库']"
212,13817,22.5,[]
213,470733,18.0,"['SOA', 'MySQL', '分布式']"
214,537616,22.5,['C++']
215,232620,40.5,[]
216,242211,14.5,[]
217,332371,8.5,"['后端', '客户端', '服务器端', '软件开发']"
218,150030,18.5,"['后端', '分布式', '中间件']"
219,175660,20.0,"['服务器端', '平台']"
220,538154,24.0,[]
221,510782,25.5,"['MySQL', 'Linux/Unix']"
222,39676,12.5,"['后端', '分布式', 'MySQL']"
223,98968,8.5,['后端']
224,50567,13.0,['MySQL']
225,35745,14.0,['后端']
226,535750,22.5,"['区块链', 'MySQL']"
227,536974,10.0,"['后端', 'ERP', 'Linux/Unix']"
228,55446,37.5,['后端']
229,69775,20.0,"['后端', 'Linux/Unix']"
230,119706,18.0,['后端']
231,150739,41.5,[]
232,537746,12.5,['后端']
233,81187,12.5,['后端']
234,476368,20.0,"['后端', '平台', '分布式']"
235,520917,45.0,"['Linux/Unix', 'MySQL']"
236,65155,35.0,"['后端', '中间件', '分布式']"
237,110667,35.0,"['docker', 'MySQL', '分布式', '平台']"
238,374014,25.0,[]
239,132170,11.0,"['J2EE', '软件开发']"
240,67601,8.5,[]
241,536575,4.5,"['J2EE', 'Javascript', 'MySQL']"
242,55446,30.0,"['后端', '平台', 'MySQL']"
243,391803,20.0,['后端']
244,490956,17.5,"['客户端', 'Android']"
245,536850,12.5,"['后端', '分布式', '软件开发']"
246,216930,14.5,['后端']
247,272320,14.0,[]
248,35451,14.5,"['Golang', 'Python', '后端']"
249,59178,12.5,"['后端', 'J2EE']"
250,168557,12.5,['分布式']
251,19875,40.0,[]
252,64684,15.0,['J2EE']
253,248525,25.0,"['后端', '服务器端']"
254,58956,18.5,['后端']
255,97295,12.5,['后端']
256,132119,12.5,['后端']
257,19875,30.0,"['系统架构', '后端']"
258,71486,25.0,[]
259,51951,20.0,['后端']
260,536488,14.5,['后端']
261,87341,16.5,['分布式']
262,35361,20.0,[]
263,208782,20.0,"['Javascript', 'HTML', 'Android', 'IOS']"
264,150885,9.0,"['服务器端', '后端', 'Linux/Unix']"
265,52410,20.0,['后端']
266,3450,20.0,['J2EE']
267,462849,13.5,"['Linux/Unix', 'Javascript', '后端']"
268,126700,11.5,"['服务器端', '后端']"
269,134473,15.0,"['后端', '平台', '服务器端']"
270,516813,11.5,"['Linux/Unix', 'J2EE']"
271,55446,30.0,['系统架构']
272,25317,11.5,['后端']
273,511183,16.0,"['后端', '分布式']"
274,468115,9.0,['Javascript']
275,26795,15.0,"['中间件', '服务器端', 'JS']"
276,266901,12.0,"['后端', '软件开发']"
277,172845,10.0,[]
278,468437,19.0,"['后端', '服务器端', '平台', '架构师']"
279,296420,10.0,['后端']
280,369966,10.0,"['分布式', 'Python', 'Golang']"
281,430026,19.0,"['后端', '中间件', '分布式']"
282,439423,22.5,"['后端', '平台', '客户端']"
283,16355,10.0,[]
284,138885,11.5,"['后端', '平台']"
285,55446,40.0,['后端']
286,404,11.5,"['MySQL', '算法', '后端']"
287,528132,10.0,"['后端', 'J2EE', '服务器端', '数据库']"
288,65260,14.0,"['后端', '数据库', '架构师']"
289,143075,7.5,"['HTML', 'Javascript', 'CSS']"
290,24361,20.0,['后端']
291,536496,15.0,[]
292,420715,11.5,"['J2EE', '后端']"
293,103578,8.0,['客户端']
294,66215,18.5,"['C', 'C++']"
295,497278,14.0,[]
296,536645,15.0,[]
297,534996,9.0,['后端']
298,79252,10.5,"['J2EE', '后端']"
299,55446,22.5,['系统架构']
300,29303,15.0,[]
301,6796,27.5,"['Javascript', 'J2EE', '数据库']"
302,79252,15.0,[]
303,18655,15.0,"['J2EE', 'MySQL']"
304,83808,20.5,[]
305,2494,18.5,"['后端', '服务器端']"
306,140014,19.0,['后端']
307,109625,37.5,['后端']
308,6558,15.0,['分布式']
309,1561,24.0,['后端']
310,7461,30.0,['后端']
311,72627,12.5,"['后端', 'MySQL']"
312,323977,12.0,"['后端', '服务器端', '客户端']"
313,201747,30.0,[]
314,55446,40.0,"['后端', '服务器端', '系统架构']"
315,18655,15.5,[]
316,109625,37.5,['后端']
317,2494,37.5,[]
318,64398,25.0,[]
319,51662,19.5,['后端']
320,40459,30.0,['后端']
321,91,30.0,[]
322,20669,30.0,[]
323,7461,22.5,"['服务器端', '分布式']"
324,1561,30.0,[]
325,13171,27.5,['后端']
326,55446,30.0,"['后端', '服务器端']"
327,18655,22.5,['MySQL']
328,83808,35.0,['后端']
329,64398,22.5,"['J2EE', 'MySQL']"
330,51662,19.5,"['后端', '平台', 'Hadoop']"
331,20669,22.5,['MySQL']
332,2494,37.5,"['后端', '服务器端', '搜索']"
333,91,45.0,"['后端', '云计算']"
334,109625,40.0,['后端']
335,107423,27.5,"['后端', '平台', '服务器端']"
336,6558,15.0,[]
337,106555,24.0,[]
338,13171,27.5,['后端']
339,55446,30.0,['系统架构']
340,18655,15.0,"['J2EE', 'Linux/Unix']"
341,83808,32.5,[]
342,201747,30.0,"['分布式', '后端']"
343,106555,20.0,[]
344,40459,37.5,"['后端', '分布式', '中间件', 'Linux/Unix']"
345,917,22.5,[]
346,473331,30.0,"['MySQL', '分布式']"
347,7461,20.0,[]
348,24265,16.5,['MySQL']
349,64398,32.5,['后端']
350,63500,12.0,[]
351,147989,15.0,[]
352,20493,19.0,['系统架构']
353,18655,17.5,['后端']
354,201747,37.5,['后端']
355,917,22.5,['MySQL']
356,106555,20.0,['软件开发']
357,63500,10.5,[]
358,17785,14.0,[]
359,29496,27.5,"['后端', '平台', '分布式']"
360,149659,20.0,"['J2EE', 'MySQL']"
361,138346,22.5,"['后端', 'IOS']"
362,1373,22.5,"['后端', '服务器端', 'MySQL']"
363,150239,22.5,[]
364,55446,32.5,['系统架构']
365,18655,19.0,['分布式']
366,201747,32.0,[]
367,166659,17.5,['MySQL']
368,107423,32.5,[]
369,297763,18.0,['JS']
370,437440,22.5,"['后端', '分布式', 'Linux/Unix']"
371,134184,16.5,"['后端', 'Linux/Unix']"
372,38565,12.5,"['客户端', 'Android', '后端']"
373,508202,30.0,"['后端', '平台', '分布式']"
374,8277,12.0,"['Linux/Unix', 'MySQL']"
375,542,15.0,['后端']
376,18655,20.0,"['后端', 'J2EE', 'MySQL']"
377,63500,13.0,[]
378,16831,15.0,"['Linux/Unix', '数据库']"
379,508202,22.5,"['J2EE', 'MySQL']"
380,141836,20.0,"['J2EE', '系统架构']"
381,11197,17.5,"['J2EE', 'Linux/Unix']"
382,108928,15.0,['软件开发']
383,224510,15.0,['平台']
384,28967,15.0,"['后端', '中间件', '分布式', 'J2EE']"
385,394473,15.0,"['MySQL', '分布式', '服务器端']"
386,38368,14.0,[]
387,97399,15.0,['软件开发']
388,66311,22.5,[]
389,103299,8.0,"['J2EE', '架构师', '系统架构']"
390,55446,30.0,[]
391,18655,27.5,[]
392,40459,35.0,['后端']
393,499271,14.0,"['Linux/Unix', '分布式', '网络爬虫', '架构师']"
394,24872,9.0,['后端']
395,151264,22.5,['后端']
396,211577,20.0,[]
397,174210,14.0,['后端']
398,169771,15.0,[]
399,487555,9.0,['后端']
400,101746,11.5,"['J2EE', '分布式']"
401,421615,12.5,[]
402,55446,30.0,[]
403,18655,23.0,"['服务器端', '分布式']"
404,508202,22.5,['后端']
405,40459,25.0,"['中间件', '分布式', 'MySQL']"
406,16831,15.0,"['J2EE', 'MySQL']"
407,101746,7.5,"['后端', '客户端', 'J2EE', '分布式']"
408,223237,22.5,"['J2EE', '分布式']"
409,294215,15.0,"['服务器端', '分布式', 'J2EE', 'Linux/Unix']"
410,25560,16.0,['后端']
411,86167,22.5,"['后端', 'Linux/Unix', 'Javascript']"
412,272694,19.0,"['MySQL', '系统架构']"
413,435365,18.0,"['服务器端', '分布式']"
414,29866,14.0,"['后端', 'J2EE']"
415,122184,18.0,"['后端', '客户端', '服务器端']"
416,55446,22.5,['系统架构']
417,508202,30.0,[]
418,29866,14.0,"['后端', 'Javascript']"
419,155955,11.5,[]
420,2192,16.0,['J2EE']
421,230393,12.5,['软件开发']
422,76239,16.0,"['后端', 'Android']"
423,206393,20.0,['后端']
424,451958,20.0,"['后端', '分布式', 'Linux/Unix']"
425,66841,13.5,"['J2EE', 'MySQL']"
426,100935,14.0,['MySQL']
427,104298,11.5,['后端']
428,248005,20.0,['MySQL']
429,35539,20.0,['后端']
430,16831,21.0,"['后端', '分布式', 'ERP']"
431,55446,45.0,"['后端', 'J2EE']"
432,104298,12.5,['后端']
433,202704,12.5,[]
434,20493,13.5,['系统架构']
435,69007,12.0,['后端']
436,111139,22.5,[]
437,42695,26.5,"['MySQL', 'PHP']"
438,341991,12.5,"['Javascript', 'Linux/Unix']"
439,27476,20.0,"['J2EE', 'Javascript']"
440,38190,15.0,"['分布式', '服务器端']"
441,46399,9.5,[]
442,138346,22.5,['前端开发']
443,210302,10.0,['J2EE']
444,38190,20.0,"['分布式', '服务器端', '后端']"
445,104947,25.0,[]
446,179248,25.0,"['ERP', '系统架构']"
447,67300,15.0,['后端']
448,7382,12.5,['软件开发']
449,11921,20.0,['JS']
450,182282,12.5,['Javascript']
451,32720,25.0,['后端']
452,1145,20.0,[]
453,68025,14.0,['J2EE']
454,46872,12.5,"['中间件', 'JS', '移动开发']"
455,291192,15.5,['后端']
456,118031,15.0,[]
457,198547,14.0,[]
458,169334,15.0,"['Hadoop', '全栈', '系统架构']"
459,474323,15.0,"['后端', 'MySQL']"
460,122894,10.5,['后端']
461,15329,8.0,['后端']
462,21567,8.5,"['后端', 'MySQL']"
463,41996,20.0,['后端']
464,53813,24.0,"['MySQL', '搜索']"
465,274375,20.0,[]
466,61067,24.0,[]
467,55446,37.5,"['后端', '服务器端']"
468,68340,24.0,['后端']
469,55759,18.0,['后端']
470,478087,40.0,[]
471,195697,15.0,[]
472,101691,10.0,['JS']
473,21406,15.0,"['服务器端', '系统架构', '数据库']"
474,93066,10.5,['后端']
475,82712,15.0,['后端']
476,1291,22.5,"['后端', 'Scala', 'MySQL']"
477,263233,27.5,['后端']
478,55446,32.5,"['服务器端', '后端']"
479,263233,16.5,['后端']
480,79323,17.5,[]
481,272040,22.5,"['分布式', 'Linux/Unix']"
482,509650,11.5,['后端']
483,340078,9.0,[]
484,29209,12.5,"['后端', '中间件']"
485,181512,12.5,[]
486,22884,25.0,[]
487,92355,20.0,"['后端', '客户端', 'J2EE']"
488,215141,24.0,"['平台', '分布式', '客户端']"
489,267423,15.0,"['Python', 'J2EE', '后端', '分布式']"
490,55446,30.0,"['后端', '分布式']"
491,82712,15.0,['后端']
492,272040,15.0,['后端']
493,235408,22.5,"['后端', '分布式', 'J2EE', 'Linux/Unix']"
494,40916,11.5,['后端']
495,40625,19.5,"['Javascript', 'MySQL']"
496,234685,12.5,['后端']
497,110890,10.0,"['中间件', '分布式']"
498,16589,15.0,[]
499,9933,18.5,"['后端', '分布式', '软件开发']"
500,35630,20.0,"['服务器端', 'Javascript', '数据库']"
501,138084,32.5,"['后端', '客户端', 'Linux/Unix']"
502,72106,30.0,['J2EE']
503,69464,22.5,[]
504,403905,11.5,[]
505,138084,22.5,"['分布式', '服务器端', 'Linux/Unix']"
506,129068,15.0,"['分布式', '架构师', '后端']"
507,19541,15.0,"['后端', '客户端', '平台']"
508,118198,20.0,"['后端', '服务器端', '分布式', '软件开发']"
509,18165,30.0,['系统架构']
510,103290,18.0,[]
511,125976,12.5,"['Javascript', 'HTML']"
512,154713,20.0,"['Linux/Unix', '分布式', '视频编解码']"
513,51649,19.0,"['分布式', 'MySQL']"
514,314836,15.0,"['服务器端', '分布式', 'MySQL']"
515,589,15.0,[]
516,50700,15.0,['Hadoop']
517,40530,11.5,['后端']
518,838,15.0,[]
519,26142,30.0,['系统架构']
520,51649,20.0,"['后端', 'J2EE', 'Javascript']"
521,416104,20.5,"['Linux/Unix', 'SOA', '后端', '区块链']"
522,78650,15.0,[]
523,146,22.5,['J2EE']
524,41878,25.0,"['Javascript', 'MySQL', '后端']"
525,73043,18.0,[]
526,9933,20.0,['后端']
527,89397,22.5,"['后端', '分布式']"
528,26517,15.5,"['服务器端', '后端', '平台']"
529,35980,18.0,['后端']
530,42868,15.0,[]
531,12083,21.5,[]
532,336778,15.0,[]
533,29447,16.5,['后端']
534,51649,14.0,"['Hadoop', '数据仓库']"
535,73043,15.0,[]
536,149353,15.0,[]
537,47102,18.0,"['后端', '算法', '数据库']"
538,337889,15.0,[]
539,8274,12.5,[]
540,64605,22.5,['系统架构']
541,111065,21.0,"['Hadoop', 'J2EE', '后端', 'MySQL']"
542,347590,14.0,['后端']
543,45493,12.0,[]
544,38834,20.0,"['平台', '后端']"
545,13809,19.5,[]
546,143051,8.0,[]
547,73043,15.0,['后端']
548,246540,9.5,[]
549,136597,23.0,['后端']
550,223237,18.0,['PHP']
551,49363,27.5,[]
552,98121,11.5,[]
553,50417,22.5,[]
554,22406,12.5,"['J2EE', 'MySQL']"
555,96590,22.5,"['后端', '服务器端', '平台']"
556,49761,20.0,"['后端', '分布式', '架构师']"
557,69152,20.0,[]
558,117609,17.5,"['Javascript', '分布式', '服务器端']"
559,473950,35.0,"['J2EE', 'MySQL']"
560,175085,30.0,[]
561,33669,12.0,"['数据库', '客户端', '解决方案']"
562,230393,8.0,[]
563,309770,20.0,"['后端', '分布式', 'J2EE']"
564,449053,12.0,['后端']
565,93656,11.5,['平台']
566,362141,17.5,['数据库']
567,180956,13.0,"['Linux/Unix', '中间件', '分布式', '后端']"
568,9863,20.0,['Linux/Unix']
569,223281,6.0,"['数据库', '软件开发']"
570,123846,17.0,[]
571,108884,15.0,['分布式']
572,448156,20.0,"['分布式', 'Javascript', '服务器端']"
573,152161,14.0,"['分布式', '中间件', '后端']"
574,171496,12.0,['后端']
575,61875,12.5,[]
576,516238,14.0,['后端']
577,66008,16.0,"['后端', 'J2EE', '分布式']"
578,21666,16.0,"['后端', '分布式']"
579,50984,21.0,['MySQL']
580,144677,22.5,"['分布式', '架构师']"
581,471518,27.5,['后端']
582,153240,9.0,"['后端', 'Linux/Unix']"
583,482045,17.5,"['客户端', '数据库']"
584,115706,15.0,[]
585,82712,22.5,"['J2EE', '系统架构']"
586,444613,30.0,['服务器端']
587,153595,12.5,[]
588,51478,15.0,"['Linux/Unix', 'GO', 'J2EE']"
589,134454,15.0,"['客户端', '后端']"
590,52162,20.0,"['后端', 'Javascript']"
591,492169,13.0,"['后端', '数据库']"
592,3346,11.5,[]
593,11783,10.5,[]
594,245665,22.5,"['后端', 'MySQL', '网络爬虫']"
595,277751,11.5,"['中间件', '后端', '平台']"
596,22596,22.5,"['后端', 'Linux/Unix']"
597,98957,12.5,['J2EE']
598,149649,12.0,[]
599,120941,20.0,"['J2EE', 'Shell', 'Python', 'MySQL']"
600,134454,15.0,"['J2EE', '后端', 'MySQL']"
601,124007,18.5,['后端']
602,175884,12.0,['软件开发']
603,163852,20.0,"['Linux/Unix', 'MySQL']"
604,132091,17.5,[]
605,181818,24.0,"['分布式', '平台']"
606,287563,17.5,"['Javascript', 'JS']"
607,57477,10.0,"['分布式', '服务器端', '中间件']"
608,5142,20.0,['后端']
609,1650,19.0,['架构师']
610,53260,10.0,['J2EE']
611,107539,14.0,['MySQL']
612,457708,19.5,[]
613,120686,11.5,['后端']
614,61875,9.5,['分布式']
615,23374,12.5,[]
616,298284,13.5,['后端']
617,114177,13.5,[]
618,315995,8.0,[]
619,105376,27.5,['后端']
620,20127,20.0,"['分布式', '平台']"
621,142419,22.5,"['分布式', 'J2EE', '全栈']"
622,432795,25.0,"['客户端', '服务器端']"
623,85040,15.0,"['分布式', 'J2EE']"
624,133336,26.5,"['后端', '分布式']"
625,151906,22.5,[]
626,701,24.0,[]
627,61488,30.0,[]
628,131324,17.5,"['后端', '数据库', '软件开发']"
629,26817,12.0,['后端']
630,82101,7.5,['MySQL']
631,162744,18.0,"['后端', 'MySQL']"
632,56741,27.0,[]
633,204011,21.5,"['docker', 'Linux/Unix', '后端']"
634,152532,14.0,"['分布式', '平台', '语音处理']"
635,33955,22.5,"['平台', '后端', '分布式', '服务器端']"
636,35361,20.0,['后端']
637,41878,25.0,"['算法', '后端', '云计算']"
638,21666,12.0,"['后端', 'MySQL']"
639,173932,12.5,[]
640,129603,14.0,"['后端', '分布式']"
641,701,25.0,[]
642,41878,25.0,"['后端', '分布式']"
643,232736,22.5,['Android']
644,482326,12.0,"['Linux/Unix', 'Javascript', 'MySQL', '数字信号处理']"
645,114335,20.0,"['分布式', '中间件']"
646,3038,11.0,[]
647,244010,17.5,[]
648,95131,12.0,[]
649,207681,20.0,['分布式']
650,381978,10.5,['后端']
651,28818,30.0,"['后端', '分布式', '云计算', '架构师']"
652,329275,20.0,['系统架构']
653,78102,17.5,['后端']
654,458589,17.0,['后端']
655,113270,6.5,"['MySQL', '后端', '软件开发']"
656,315467,11.5,['分布式']
657,147041,15.0,"['Javascript', 'JS', '系统架构']"
658,47956,30.0,"['后端', '平台', '分布式', '服务器端']"
659,22788,17.5,"['J2EE', '系统架构']"
660,473931,22.5,"['系统架构', '软件开发', 'VB', '驱动开发']"
661,373313,10.5,"['后端', 'J2EE', '服务器端']"
662,189298,12.5,"['Javascript', 'webGL']"
663,62891,12.5,"['后端', '分布式']"
664,8250,13.5,['后端']
665,27633,22.5,"['分布式', '中间件']"
666,8250,15.0,"['后端', '平台', '分布式', 'J2EE']"
667,418198,20.0,"['中间件', '分布式', 'JS']"
668,216036,19.0,"['后端', '平台', '服务器端']"
669,428533,15.0,"['Linux/Unix', '后端', 'docker']"
670,163310,12.5,"['平台', 'Javascript', '后端']"
671,144037,21.5,['后端']
672,139837,20.0,"['后端', '服务器端', 'J2EE', '数据库']"
673,503754,9.0,"['中间件', 'Linux/Unix']"
674,430556,18.5,"['中间件', '分布式', '后端', '云计算']"
675,373300,18.0,[]
676,477266,15.0,['服务器端']
677,144037,21.5,['分布式']
678,292851,9.0,"['MySQL', 'Shell']"
679,298172,32.5,"['服务器端', '算法', '移动开发', '系统架构']"
680,330018,23.0,['分布式']
681,181694,16.5,"['后端', '服务器端', '系统架构']"
682,465074,17.5,['后端']
683,450557,12.5,[]
684,151047,15.0,"['Javascript', 'MySQL', 'Linux/Unix']"
685,113336,20.5,"['MySQL', 'Javascript']"
686,454489,40.0,[]
687,517219,15.5,"['Javascript', 'MySQL']"
688,61492,9.0,[]
689,59266,15.0,['Hadoop']
690,54359,30.0,['云计算']
691,53308,22.5,['后端']
692,1335,17.0,"['客户端', 'Linux/Unix', 'MySQL']"
693,9085,16.5,['MySQL']
694,196476,17.5,['MySQL']
695,398459,16.5,"['后端', '全栈']"
696,118322,13.0,['MySQL']
697,166345,30.0,"['Linux/Unix', '服务器端']"
698,166860,12.0,['MySQL']
699,131507,17.5,[]
700,91471,12.5,['后端']
701,51290,12.5,[]
702,1561,22.5,['软件开发']
703,201747,45.0,"['分布式', 'J2EE', '系统架构']"
704,69731,18.0,[]
705,386227,15.0,"['MySQL', '系统架构']"
706,56433,9.0,['后端']
707,467043,9.0,['后端']
708,142730,13.5,"['Javascript', '区块链', 'JS']"
709,69152,19.0,['J2EE']
710,145884,16.0,['MySQL']
711,145597,28.5,"['Python', 'Ruby']"
712,153596,11.5,['后端']
713,461135,19.0,"['MySQL', '数据库', '后端']"
714,455640,11.5,"['后端', 'MySQL']"
715,153596,9.0,"['后端', 'Javascript']"
716,297237,7.5,[]
717,221478,8.5,['后端']
718,124139,13.5,['架构师']
719,310001,12.0,"['MySQL', 'Javascript']"
720,479770,20.0,[]
721,117104,10.0,[]
